"","responseid","condition","veracity","topic","accuracy","reliable","unbiased","aot","cmt","pet","pit","screenacc"
"54","R_10pcAOvvKavW7wA","correction","false","rust",7,6,0,2.83333333333333,1.16666666666667,1.66666666666667,4.66666666666667,1
"55","R_10pcAOvvKavW7wA","correction","true","rust",60,55,47,2.83333333333333,1.16666666666667,1.66666666666667,4.66666666666667,1
"56","R_10u3HyKMy0IaPKp","misinfo","none","rust",51,40,50,3.33333333333333,3,3.83333333333333,4.33333333333333,1
"57","R_10u3HyKMy0IaPKp","misinfo","false","rust",0,0,26,3.33333333333333,3,3.83333333333333,4.33333333333333,1
"58","R_10u3HyKMy0IaPKp","misinfo","true","rust",84,84,72,3.33333333333333,3,3.83333333333333,4.33333333333333,1
"59","R_110F9PXbFVMMJU0","misinfo","none","ive",40,40,51,3.33333333333333,2.83333333333333,3.16666666666667,3.83333333333333,1
"60","R_110F9PXbFVMMJU0","misinfo","false","ive",60,51,31,3.33333333333333,2.83333333333333,3.16666666666667,3.83333333333333,1
"61","R_110F9PXbFVMMJU0","misinfo","true","ive",54,55,56,3.33333333333333,2.83333333333333,3.16666666666667,3.83333333333333,1
"62","R_111t36rP0xSeQJB","debunk","none","asp",69,65,63,3.16666666666667,2.5,2.83333333333333,3.66666666666667,1
"63","R_111t36rP0xSeQJB","debunk","none","asp",46,42,58,3.16666666666667,2.5,2.83333333333333,3.66666666666667,1
"64","R_111t36rP0xSeQJB","debunk","false","asp",35,39,42,3.16666666666667,2.5,2.83333333333333,3.66666666666667,1
"65","R_111t36rP0xSeQJB","debunk","true","asp",37,39,40,3.16666666666667,2.5,2.83333333333333,3.66666666666667,1
"66","R_114xhXa3KKDV6EE","misinfo","none","herd",20,10,0,4.5,4.5,3.33333333333333,2.66666666666667,1
"67","R_114xhXa3KKDV6EE","misinfo","false","herd",19,9,0,4.5,4.5,3.33333333333333,2.66666666666667,1
"68","R_114xhXa3KKDV6EE","misinfo","true","herd",92,92,51,4.5,4.5,3.33333333333333,2.66666666666667,1
"69","R_115b7XIR1z7liFf","correction","none","rust",79,73,35,3.5,2.5,4.33333333333333,3,1
"70","R_115b7XIR1z7liFf","correction","false","rust",6,3,6,3.5,2.5,4.33333333333333,3,1
"71","R_115b7XIR1z7liFf","correction","true","rust",83,72,58,3.5,2.5,4.33333333333333,3,1
"72","R_1176Hzd5xCsyEib","debunk","none","brain",50,10,10,2,3,2.5,4.66666666666667,1
"73","R_1176Hzd5xCsyEib","debunk","none","brain",50,5,5,2,3,2.5,4.66666666666667,1
"74","R_1176Hzd5xCsyEib","debunk","false","brain",20,5,5,2,3,2.5,4.66666666666667,1
"75","R_1176Hzd5xCsyEib","debunk","true","brain",60,60,60,2,3,2.5,4.66666666666667,1
"76","R_11ZaZUFb6V87aas","correction","none","ive",95,95,80,1.16666666666667,2.5,1,2.16666666666667,1
"77","R_11ZaZUFb6V87aas","correction","false","ive",15,5,5,1.16666666666667,2.5,1,2.16666666666667,1
"78","R_11ZaZUFb6V87aas","correction","true","ive",95,95,95,1.16666666666667,2.5,1,2.16666666666667,1
"79","R_11aOVpiUDPN0Eh5","correction","none","asp",20,20,20,1.66666666666667,4.16666666666667,3.16666666666667,4,1
"80","R_11aOVpiUDPN0Eh5","correction","false","asp",20,20,20,1.66666666666667,4.16666666666667,3.16666666666667,4,1
"81","R_11aOVpiUDPN0Eh5","correction","true","asp",50,60,50,1.66666666666667,4.16666666666667,3.16666666666667,4,1
"82","R_11dXfoerPGZa1wo","misinfo","none","brain",50,50,70,3,2.33333333333333,2.33333333333333,4,1
"83","R_11dXfoerPGZa1wo","misinfo","false","brain",61,56,77,3,2.33333333333333,2.33333333333333,4,1
"84","R_11dXfoerPGZa1wo","misinfo","true","brain",70,79,92,3,2.33333333333333,2.33333333333333,4,1
"85","R_11j6Owg3BiB0Pw8","misinfo","none","brain",24,50,88,3.66666666666667,2.16666666666667,3.16666666666667,4,0.5
"86","R_11j6Owg3BiB0Pw8","misinfo","false","brain",30,26,28,3.66666666666667,2.16666666666667,3.16666666666667,4,0.5
"87","R_11j6Owg3BiB0Pw8","misinfo","true","brain",89,85,71,3.66666666666667,2.16666666666667,3.16666666666667,4,0.5
"88","R_11jc7JzcfebFlyX","correction","none","herd",98,98,98,3.33333333333333,3,2,4.83333333333333,1
"89","R_11jc7JzcfebFlyX","correction","false","herd",0,0,0,3.33333333333333,3,2,4.83333333333333,1
"90","R_11jc7JzcfebFlyX","correction","true","herd",100,100,100,3.33333333333333,3,2,4.83333333333333,1
"91","R_1207m1WqUEH3fob","misinfo","none","asp",45,71,41,3.16666666666667,2.33333333333333,2.16666666666667,4.83333333333333,1
"92","R_1207m1WqUEH3fob","misinfo","false","asp",52,63,41,3.16666666666667,2.33333333333333,2.16666666666667,4.83333333333333,1
"93","R_1207m1WqUEH3fob","misinfo","true","asp",54,54,40,3.16666666666667,2.33333333333333,2.16666666666667,4.83333333333333,1
"94","R_12EXFzROsS10uCL","debunk","none","asp",54,65,67,3.66666666666667,4,3.83333333333333,3.66666666666667,1
"95","R_12EXFzROsS10uCL","debunk","none","asp",51,48,40,3.66666666666667,4,3.83333333333333,3.66666666666667,1
"96","R_12EXFzROsS10uCL","debunk","false","asp",54,58,60,3.66666666666667,4,3.83333333333333,3.66666666666667,1
"97","R_12EXFzROsS10uCL","debunk","true","asp",46,55,53,3.66666666666667,4,3.83333333333333,3.66666666666667,1
"98","R_12Gzul5TS0GZj5q","debunk","none","ive",39,28,30,3.33333333333333,3,3,3.83333333333333,1
"99","R_12Gzul5TS0GZj5q","debunk","none","ive",80,72,71,3.33333333333333,3,3,3.83333333333333,1
"100","R_12Gzul5TS0GZj5q","debunk","false","ive",40,36,35,3.33333333333333,3,3,3.83333333333333,1
"101","R_12Gzul5TS0GZj5q","debunk","true","ive",84,82,81,3.33333333333333,3,3,3.83333333333333,1
"102","R_12LSHUWVQIj75eS","misinfo","none","asp",18,21,35,1.66666666666667,3,1.83333333333333,2.16666666666667,1
"103","R_12LSHUWVQIj75eS","misinfo","false","asp",21,16,29,1.66666666666667,3,1.83333333333333,2.16666666666667,1
"104","R_12LSHUWVQIj75eS","misinfo","true","asp",57,30,60,1.66666666666667,3,1.83333333333333,2.16666666666667,1
"105","R_12LrVVtxHjSaeGF","debunk","none","brain",100,100,100,3.16666666666667,1.33333333333333,2,2.83333333333333,1
"106","R_12LrVVtxHjSaeGF","debunk","none","brain",50,50,50,3.16666666666667,1.33333333333333,2,2.83333333333333,1
"107","R_12LrVVtxHjSaeGF","debunk","false","brain",50,50,50,3.16666666666667,1.33333333333333,2,2.83333333333333,1
"108","R_12LrVVtxHjSaeGF","debunk","true","brain",100,100,100,3.16666666666667,1.33333333333333,2,2.83333333333333,1
"109","R_12SHdNoipjcWZze","debunk","none","rust",77,88,92,3,2.16666666666667,2.33333333333333,4,1
"110","R_12SHdNoipjcWZze","debunk","none","rust",5,2,5,3,2.16666666666667,2.33333333333333,4,1
"111","R_12SHdNoipjcWZze","debunk","false","rust",2,2,2,3,2.16666666666667,2.33333333333333,4,1
"112","R_12SHdNoipjcWZze","debunk","true","rust",99,95,96,3,2.16666666666667,2.33333333333333,4,1
"113","R_12hwbxrMWmMw7os","correction","none","herd",26,7,7,5.16666666666667,4.83333333333333,2.83333333333333,4.16666666666667,0.5
"114","R_12hwbxrMWmMw7os","correction","false","herd",100,97,97,5.16666666666667,4.83333333333333,2.83333333333333,4.16666666666667,0.5
"115","R_12hwbxrMWmMw7os","correction","true","herd",24,12,12,5.16666666666667,4.83333333333333,2.83333333333333,4.16666666666667,0.5
"116","R_12l3zHnDJ6GeHhg","debunk","none","rust",90,80,100,2.16666666666667,2,1.5,2.66666666666667,1
"117","R_12l3zHnDJ6GeHhg","debunk","none","rust",0,0,0,2.16666666666667,2,1.5,2.66666666666667,1
"118","R_12l3zHnDJ6GeHhg","debunk","false","rust",0,0,100,2.16666666666667,2,1.5,2.66666666666667,1
"119","R_12l3zHnDJ6GeHhg","debunk","true","rust",100,90,100,2.16666666666667,2,1.5,2.66666666666667,1
"120","R_1AqpcBQbVBadasF","correction","none","brain",89,89,90,1.16666666666667,2,1.33333333333333,3.83333333333333,1
"121","R_1AqpcBQbVBadasF","correction","false","brain",10,0,0,1.16666666666667,2,1.33333333333333,3.83333333333333,1
"122","R_1AqpcBQbVBadasF","correction","true","brain",100,100,100,1.16666666666667,2,1.33333333333333,3.83333333333333,1
"123","R_1BP0uZNskCjrOac","misinfo","none","asymp",100,100,0,1,5.33333333333333,1,1,1
"124","R_1BP0uZNskCjrOac","misinfo","false","asymp",80,80,0,1,5.33333333333333,1,1,1
"125","R_1BP0uZNskCjrOac","misinfo","true","asymp",100,100,80,1,5.33333333333333,1,1,1
"126","R_1BPdWyptivTy1HQ","correction","none","asymp",100,100,100,3.33333333333333,4.16666666666667,2.5,4.16666666666667,1
"127","R_1BPdWyptivTy1HQ","correction","false","asymp",60,92,33,3.33333333333333,4.16666666666667,2.5,4.16666666666667,1
"128","R_1BPdWyptivTy1HQ","correction","true","asymp",100,100,100,3.33333333333333,4.16666666666667,2.5,4.16666666666667,1
"129","R_1BRbI9fiCrxELpT","misinfo","none","brain",50,51,80,2,4.66666666666667,1.66666666666667,3.16666666666667,1
"130","R_1BRbI9fiCrxELpT","misinfo","false","brain",0,0,50,2,4.66666666666667,1.66666666666667,3.16666666666667,1
"131","R_1BRbI9fiCrxELpT","misinfo","true","brain",50,10,50,2,4.66666666666667,1.66666666666667,3.16666666666667,1
"132","R_1BSn5TRb768pAV0","correction","none","herd",100,100,100,4.83333333333333,4.16666666666667,1.83333333333333,3.16666666666667,1
"133","R_1BSn5TRb768pAV0","correction","false","herd",100,100,100,4.83333333333333,4.16666666666667,1.83333333333333,3.16666666666667,1
"134","R_1BSn5TRb768pAV0","correction","true","herd",100,0,100,4.83333333333333,4.16666666666667,1.83333333333333,3.16666666666667,1
"135","R_1C3EygntcBjAE71","debunk","none","asp",85,80,60,1.33333333333333,2.66666666666667,2,3.33333333333333,1
"136","R_1C3EygntcBjAE71","debunk","none","asp",65,25,50,1.33333333333333,2.66666666666667,2,3.33333333333333,1
"137","R_1C3EygntcBjAE71","debunk","false","asp",45,35,20,1.33333333333333,2.66666666666667,2,3.33333333333333,1
"138","R_1C3EygntcBjAE71","debunk","true","asp",30,30,30,1.33333333333333,2.66666666666667,2,3.33333333333333,1
"139","R_1CEp1QKcCMGptxL","correction","none","herd",37,37,82,3.83333333333333,3.66666666666667,3.33333333333333,3.33333333333333,1
"140","R_1CEp1QKcCMGptxL","correction","false","herd",26,30,86,3.83333333333333,3.66666666666667,3.33333333333333,3.33333333333333,1
"141","R_1CEp1QKcCMGptxL","correction","true","herd",30,30,84,3.83333333333333,3.66666666666667,3.33333333333333,3.33333333333333,1
"142","R_1CcOBvI5DJiWvx7","misinfo","none","asymp",39,30,7,3.5,3,1.83333333333333,4,1
"143","R_1CcOBvI5DJiWvx7","misinfo","false","asymp",1,1,1,3.5,3,1.83333333333333,4,1
"144","R_1CcOBvI5DJiWvx7","misinfo","true","asymp",2,2,12,3.5,3,1.83333333333333,4,1
"145","R_1ClnM6wLDxneGC5","misinfo","none","ive",19,21,14,2.16666666666667,2,1.83333333333333,2.16666666666667,1
"146","R_1ClnM6wLDxneGC5","misinfo","false","ive",73,73,46,2.16666666666667,2,1.83333333333333,2.16666666666667,1
"147","R_1ClnM6wLDxneGC5","misinfo","true","ive",82,85,59,2.16666666666667,2,1.83333333333333,2.16666666666667,1
"148","R_1CpGbt6u7a4lUEE","misinfo","none","brain",50,50,35,2.66666666666667,2.16666666666667,1,3.83333333333333,1
"149","R_1CpGbt6u7a4lUEE","misinfo","false","brain",50,50,25,2.66666666666667,2.16666666666667,1,3.83333333333333,1
"150","R_1CpGbt6u7a4lUEE","misinfo","true","brain",85,80,10,2.66666666666667,2.16666666666667,1,3.83333333333333,1
"151","R_1CvIVYSaN9EIwZV","debunk","none","rust",100,100,100,1.16666666666667,2.83333333333333,2.5,3.33333333333333,1
"152","R_1CvIVYSaN9EIwZV","debunk","none","rust",0,0,0,1.16666666666667,2.83333333333333,2.5,3.33333333333333,1
"153","R_1CvIVYSaN9EIwZV","debunk","false","rust",0,0,0,1.16666666666667,2.83333333333333,2.5,3.33333333333333,1
"154","R_1CvIVYSaN9EIwZV","debunk","true","rust",100,100,100,1.16666666666667,2.83333333333333,2.5,3.33333333333333,1
"155","R_1DMDWTTRIXQ60lT","misinfo","none","ive",51,51,51,3.5,2.5,3.16666666666667,3.83333333333333,0.5
"156","R_1DMDWTTRIXQ60lT","misinfo","false","ive",25,32,41,3.5,2.5,3.16666666666667,3.83333333333333,0.5
"157","R_1DMDWTTRIXQ60lT","misinfo","true","ive",81,74,63,3.5,2.5,3.16666666666667,3.83333333333333,0.5
"158","R_1DOxeaKETjGFT9D","correction","none","asp",79,72,78,1.66666666666667,1.33333333333333,2,2.83333333333333,1
"159","R_1DOxeaKETjGFT9D","correction","false","asp",4,0,0,1.66666666666667,1.33333333333333,2,2.83333333333333,1
"160","R_1DOxeaKETjGFT9D","correction","true","asp",78,74,80,1.66666666666667,1.33333333333333,2,2.83333333333333,1
"161","R_1DS7VBL9Ln6r5wA","correction","none","brain",96,93,96,2.66666666666667,3,4.66666666666667,2.66666666666667,1
"162","R_1DS7VBL9Ln6r5wA","correction","false","brain",32,28,23,2.66666666666667,3,4.66666666666667,2.66666666666667,1
"163","R_1DS7VBL9Ln6r5wA","correction","true","brain",95,96,96,2.66666666666667,3,4.66666666666667,2.66666666666667,1
"164","R_1DSkniJNm0Lmal7","misinfo","none","rust",30,11,24,3,2.5,2.33333333333333,4.16666666666667,1
"165","R_1DSkniJNm0Lmal7","misinfo","false","rust",3,9,10,3,2.5,2.33333333333333,4.16666666666667,1
"166","R_1DSkniJNm0Lmal7","misinfo","true","rust",94,92,93,3,2.5,2.33333333333333,4.16666666666667,1
"167","R_1DUp4vxGD0BZRhp","misinfo","none","asp",23,0,2,3.66666666666667,3.83333333333333,3.83333333333333,3.5,1
"168","R_1DUp4vxGD0BZRhp","misinfo","false","asp",29,15,32,3.66666666666667,3.83333333333333,3.83333333333333,3.5,1
"169","R_1DUp4vxGD0BZRhp","misinfo","true","asp",51,52,35,3.66666666666667,3.83333333333333,3.83333333333333,3.5,1
"170","R_1DVesSqCph0ue7x","debunk","none","asp",77,75,74,3,3,3,3.66666666666667,1
"171","R_1DVesSqCph0ue7x","debunk","none","asp",70,71,59,3,3,3,3.66666666666667,1
"172","R_1DVesSqCph0ue7x","debunk","false","asp",70,69,59,3,3,3,3.66666666666667,1
"173","R_1DVesSqCph0ue7x","debunk","true","asp",55,54,51,3,3,3,3.66666666666667,1
"174","R_1DZ2wq2TcIgUMrB","debunk","none","herd",74,68,23,1.66666666666667,2.5,3.33333333333333,4.33333333333333,1
"175","R_1DZ2wq2TcIgUMrB","debunk","none","herd",79,66,19,1.66666666666667,2.5,3.33333333333333,4.33333333333333,1
"176","R_1DZ2wq2TcIgUMrB","debunk","false","herd",36,41,32,1.66666666666667,2.5,3.33333333333333,4.33333333333333,1
"177","R_1DZ2wq2TcIgUMrB","debunk","true","herd",75,70,27,1.66666666666667,2.5,3.33333333333333,4.33333333333333,1
"178","R_1DpCml9AwS6tu17","misinfo","none","asp",95,92,96,1.16666666666667,2.66666666666667,3.33333333333333,4.33333333333333,1
"179","R_1DpCml9AwS6tu17","misinfo","false","asp",94,99,97,1.16666666666667,2.66666666666667,3.33333333333333,4.33333333333333,1
"180","R_1DpCml9AwS6tu17","misinfo","true","asp",50,49,50,1.16666666666667,2.66666666666667,3.33333333333333,4.33333333333333,1
"181","R_1DtGGFi5imU8GPA","debunk","none","ive",96,97,98,2.16666666666667,1.16666666666667,3.5,4,1
"182","R_1DtGGFi5imU8GPA","debunk","none","ive",70,70,82,2.16666666666667,1.16666666666667,3.5,4,1
"183","R_1DtGGFi5imU8GPA","debunk","false","ive",51,51,51,2.16666666666667,1.16666666666667,3.5,4,1
"184","R_1DtGGFi5imU8GPA","debunk","true","ive",86,87,93,2.16666666666667,1.16666666666667,3.5,4,1
"185","R_1EhR7j4SGBosVfZ","debunk","none","herd",60,40,40,2.5,4,2.33333333333333,2.83333333333333,1
"186","R_1EhR7j4SGBosVfZ","debunk","none","herd",20,0,20,2.5,4,2.33333333333333,2.83333333333333,1
"187","R_1EhR7j4SGBosVfZ","debunk","false","herd",20,0,20,2.5,4,2.33333333333333,2.83333333333333,1
"188","R_1EhR7j4SGBosVfZ","debunk","true","herd",60,60,70,2.5,4,2.33333333333333,2.83333333333333,1
"189","R_1FDm1mC4LsC4iTh","correction","none","brain",21,20,30,3.16666666666667,2.5,2.5,4.16666666666667,1
"190","R_1FDm1mC4LsC4iTh","correction","false","brain",20,20,20,3.16666666666667,2.5,2.5,4.16666666666667,1
"191","R_1FDm1mC4LsC4iTh","correction","true","brain",30,21,30,3.16666666666667,2.5,2.5,4.16666666666667,1
"192","R_1FFf85LQ6MYyuBO","misinfo","none","brain",50,50,50,1.66666666666667,2.33333333333333,1.83333333333333,3.83333333333333,1
"193","R_1FFf85LQ6MYyuBO","misinfo","false","brain",65,60,90,1.66666666666667,2.33333333333333,1.83333333333333,3.83333333333333,1
"194","R_1FFf85LQ6MYyuBO","misinfo","true","brain",85,90,100,1.66666666666667,2.33333333333333,1.83333333333333,3.83333333333333,1
"195","R_1FJqiHcrP4pEmGQ","debunk","none","herd",60,59,47,3.16666666666667,3.16666666666667,2.5,4,1
"196","R_1FJqiHcrP4pEmGQ","debunk","none","herd",11,11,19,3.16666666666667,3.16666666666667,2.5,4,1
"197","R_1FJqiHcrP4pEmGQ","debunk","false","herd",2,2,0,3.16666666666667,3.16666666666667,2.5,4,1
"198","R_1FJqiHcrP4pEmGQ","debunk","true","herd",60,48,26,3.16666666666667,3.16666666666667,2.5,4,1
"199","R_1FOFlQHpBtBjxUK","correction","none","asymp",70,82,72,2.33333333333333,2.33333333333333,1.5,3.5,1
"200","R_1FOFlQHpBtBjxUK","correction","false","asymp",9,5,4,2.33333333333333,2.33333333333333,1.5,3.5,1
"201","R_1FOFlQHpBtBjxUK","correction","true","asymp",98,91,92,2.33333333333333,2.33333333333333,1.5,3.5,1
"202","R_1FPx8R2LRlsuuVm","misinfo","none","herd",91,75,30,4.16666666666667,4.33333333333333,2,5.66666666666667,1
"203","R_1FPx8R2LRlsuuVm","misinfo","false","herd",9,2,3,4.16666666666667,4.33333333333333,2,5.66666666666667,1
"204","R_1FPx8R2LRlsuuVm","misinfo","true","herd",91,81,25,4.16666666666667,4.33333333333333,2,5.66666666666667,1
"205","R_1FbwsxAwMvTtU0T","correction","none","rust",75,81,92,3.83333333333333,2.83333333333333,2,4,1
"206","R_1FbwsxAwMvTtU0T","correction","false","rust",49,45,37,3.83333333333333,2.83333333333333,2,4,1
"207","R_1FbwsxAwMvTtU0T","correction","true","rust",55,61,61,3.83333333333333,2.83333333333333,2,4,1
"208","R_1FkxHtE8PsxDAJg","misinfo","none","ive",51,51,45,3.16666666666667,2.5,3.83333333333333,3,1
"209","R_1FkxHtE8PsxDAJg","misinfo","false","ive",51,51,42,3.16666666666667,2.5,3.83333333333333,3,1
"210","R_1FkxHtE8PsxDAJg","misinfo","true","ive",51,51,55,3.16666666666667,2.5,3.83333333333333,3,1
"211","R_1FnUQC09uinIsBT","correction","none","brain",67,85,49,1.33333333333333,3.33333333333333,2,3.16666666666667,1
"212","R_1FnUQC09uinIsBT","correction","false","brain",0,0,27,1.33333333333333,3.33333333333333,2,3.16666666666667,1
"213","R_1FnUQC09uinIsBT","correction","true","brain",80,89,72,1.33333333333333,3.33333333333333,2,3.16666666666667,1
"214","R_1Fr0PpLbIQg4F4G","misinfo","none","asp",10,10,5,1,1,1,1,1
"215","R_1Fr0PpLbIQg4F4G","misinfo","false","asp",1,1,0,1,1,1,1,1
"216","R_1Fr0PpLbIQg4F4G","misinfo","true","asp",5,5,3,1,1,1,1,1
"217","R_1FsxspwkwojvqMZ","correction","none","ive",40,23,11,3.16666666666667,4.16666666666667,3,4.83333333333333,1
"218","R_1FsxspwkwojvqMZ","correction","false","ive",82,100,18,3.16666666666667,4.16666666666667,3,4.83333333333333,1
"219","R_1FsxspwkwojvqMZ","correction","true","ive",83,92,12,3.16666666666667,4.16666666666667,3,4.83333333333333,1
"220","R_1FzVZ9sKWHB4ULt","misinfo","none","ive",60,60,60,2.83333333333333,2.83333333333333,3.66666666666667,3.83333333333333,1
"221","R_1FzVZ9sKWHB4ULt","misinfo","false","ive",65,65,45,2.83333333333333,2.83333333333333,3.66666666666667,3.83333333333333,1
"222","R_1FzVZ9sKWHB4ULt","misinfo","true","ive",68,65,45,2.83333333333333,2.83333333333333,3.66666666666667,3.83333333333333,1
"223","R_1GJ020diOpu72PA","debunk","none","herd",76,70,72,4.33333333333333,4.16666666666667,3.83333333333333,5.16666666666667,1
"224","R_1GJ020diOpu72PA","debunk","none","herd",100,90,95,4.33333333333333,4.16666666666667,3.83333333333333,5.16666666666667,1
"225","R_1GJ020diOpu72PA","debunk","false","herd",93,91,92,4.33333333333333,4.16666666666667,3.83333333333333,5.16666666666667,1
